,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
3864,1,48,1,1,1,2,not acept,not furnished,867,"2,300",133,30,"3,330"
3865,1,64,2,1,1,16,not acept,not furnished,592,"1,727",84,22,"2,425"
3866,1,104,3,3,2,8,not acept,not furnished,"1,400","4,000",350,51,"5,801"
3867,1,347,4,5,4,5,acept,furnished,"3,500","12,000","1,500",153,"17,150"
3868,1,66,2,2,1,4,not acept,not furnished,"1,100","1,868",125,24,"3,117"
3869,1,100,2,3,2,9,acept,not furnished,Incluso,"12,960",0,165,"13,130"
3870,1,67,2,2,1,9,acept,not furnished,730,"1,970",205,25,"2,930"
3871,1,120,3,3,2,-,acept,not furnished,0,"2,900",375,44,"3,319"
3872,0,45,1,1,0,4,acept,not furnished,290,700,0,3,993
3873,1,40,1,1,0,-,not acept,furnished,0,860,59,13,932
3874,1,127,3,4,2,6,not acept,furnished,"1,227","3,500",250,45,"5,022"
3875,0,54,2,1,1,3,acept,not furnished,286,"1,099",23,14,"1,422"
3876,0,78,3,2,2,3,acept,furnished,755,"2,150",37,28,"2,970"
3877,1,524,4,5,3,-,acept,furnished,0,"11,050","1,167",167,"12,380"
3878,1,25,1,1,0,2,not acept,furnished,0,"1,750",0,23,"1,773"
3879,1,150,3,3,1,9,acept,not furnished,"1,700","13,000",305,165,"15,170"
3880,1,163,3,4,3,13,acept,furnished,"2,900","3,000",822,39,"6,761"
3881,0,380,3,3,5,-,acept,not furnished,"1,300","6,500",413,98,"8,311"
3882,1,55,1,2,0,1,acept,not furnished,0,"1,400",0,18,"1,418"
3883,1,162,2,2,1,12,acept,furnished,"1,420","5,000",0,64,"6,484"
3884,0,53,2,1,1,1,acept,not furnished,310,510,16,7,843
3885,1,330,4,2,5,-,acept,not furnished,0,"1,870",400,29,"2,299"
3886,1,33,1,1,1,5,acept,furnished,613,"3,700",109,47,"4,469"
3887,1,80,4,2,1,-,acept,not furnished,0,"2,700",0,41,"2,741"
3888,1,400,3,4,5,-,acept,furnished,0,"9,500","1,875",143,"11,520"
3889,1,116,3,4,2,4,acept,not furnished,"1,036","8,000",584,102,"9,722"
3890,1,140,3,4,3,18,acept,not furnished,"1,100","4,000",489,51,"5,640"
3891,1,210,4,4,3,-,acept,furnished,0,"4,700",375,71,"5,146"
3892,1,52,2,1,0,4,acept,not furnished,0,"1,340",0,17,"1,357"
3893,1,25,1,1,1,4,not acept,furnished,"1,449","3,070",700,39,"5,258"
3894,1,450,8,5,5,-,acept,not furnished,Incluso,"8,000","1,000",121,"9,121"
3895,1,44,1,1,0,4,not acept,not furnished,410,"1,450",0,19,"1,879"
3896,1,50,1,1,0,-,acept,not furnished,0,700,45,11,756
3897,1,56,2,2,1,7,acept,not furnished,790,"3,100",100,40,"4,030"
3898,0,119,2,2,0,10,acept,furnished,"1,350","5,150",135,66,"6,701"
3899,1,100,3,2,2,10,acept,not furnished,885,"3,500",221,45,"4,651"
3900,0,200,3,5,4,-,acept,furnished,603,"5,500",179,83,"6,365"
3901,1,102,3,2,1,10,acept,not furnished,950,"3,315",75,42,"4,382"
3902,1,65,2,2,2,4,acept,not furnished,"1,000","5,000",110,64,"6,174"
3903,1,213,4,5,4,18,acept,not furnished,"3,900","9,900","1,084",126,"15,010"
3904,1,210,3,5,5,20,acept,furnished,"2,000","8,000","1,146",102,"11,250"
3905,1,74,2,2,2,8,not acept,not furnished,870,"3,300",270,42,"4,482"
3906,1,178,4,5,4,27,acept,not furnished,"1,500","9,800",96,125,"11,520"
3907,1,90,2,1,1,1,acept,not furnished,"1,000","3,000",50,39,"4,089"
3908,1,200,3,3,2,8,acept,not furnished,"2,500","12,000",834,153,"15,490"
3909,0,70,3,1,1,11,acept,furnished,450,"1,450",62,19,"1,981"
3910,0,53,2,2,1,-,acept,furnished,443,"1,900",54,25,"2,422"
3911,0,68,3,1,1,2,acept,not furnished,555,"1,100",50,14,"1,719"
3912,1,60,2,1,1,6,acept,not furnished,660,"2,800",98,36,"3,594"
3913,1,62,2,1,1,3,acept,not furnished,610,"1,250",50,16,"1,926"
3914,0,37,1,1,1,2,acept,not furnished,478,555,0,8,"1,041"
3915,0,50,1,1,1,14,acept,furnished,735,"1,300",184,17,"2,236"
3916,1,45,1,1,2,7,acept,not furnished,695,"1,700",170,22,"2,587"
3917,1,50,2,2,1,3,not acept,not furnished,840,"3,700",142,47,"4,729"
3918,1,76,3,1,2,2,acept,furnished,900,"2,340",270,30,"3,540"
3919,1,71,2,2,1,-,acept,not furnished,250,"1,830",153,24,"2,257"
3920,1,270,4,5,2,4,acept,not furnished,"4,300","5,500","1,115",70,"10,990"
3921,1,90,2,2,2,17,acept,furnished,"1,500","12,200",454,155,"14,310"
3922,1,93,3,2,2,18,acept,not furnished,"1,000","3,400",209,44,"4,653"
3923,1,140,3,4,2,2,acept,not furnished,"1,400","2,800",517,36,"4,753"
3924,1,75,1,1,1,11,acept,not furnished,650,"1,500",150,20,"2,320"
3925,1,62,2,2,1,3,acept,not furnished,"1,140","2,650",120,34,"3,944"
3926,1,65,3,2,1,6,acept,not furnished,861,"2,039",0,26,"2,926"
3927,1,93,3,3,2,7,acept,furnished,"1,230","3,750",359,48,"5,387"
3928,1,50,1,1,0,-,not acept,not furnished,0,"1,093",0,17,"1,110"
3929,0,63,2,1,1,-,not acept,not furnished,352,"1,750",90,23,"2,215"
3930,1,350,4,5,5,17,acept,furnished,"2,400","15,000","2,400",191,"19,990"
3931,1,447,5,4,6,-,acept,not furnished,0,"15,000",0,226,"15,230"
3932,1,194,4,3,2,7,acept,not furnished,"2,600","2,999",643,38,"6,280"
3933,1,200,4,2,4,-,acept,not furnished,0,"5,800","1,143",88,"7,031"
3934,1,54,2,2,2,5,acept,not furnished,691,"2,735",109,11,"3,546"
3935,1,180,2,1,4,-,acept,not furnished,0,"7,000",834,106,"7,940"
3936,1,140,3,2,1,13,acept,not furnished,"1,141","2,900",148,37,"4,226"
3937,1,127,3,2,2,9,acept,not furnished,"1,500","4,000",505,51,"6,056"
3938,1,120,2,3,0,2,acept,not furnished,904,"3,300",195,42,"4,441"
3939,1,225,4,2,2,11,acept,not furnished,"2,150","6,500",642,83,"9,375"
3940,1,87,3,2,2,9,not acept,not furnished,940,"2,600",234,33,"3,807"
3941,0,66,1,1,2,2,acept,not furnished,577,"1,600",41,21,"2,239"
3942,1,120,3,3,2,-,acept,not furnished,0,"8,900",371,134,"9,405"
3943,1,500,3,6,0,-,acept,not furnished,0,"7,000","1,667",106,"8,773"
3944,1,190,4,4,3,17,acept,not furnished,"2,263","6,000",899,77,"9,239"
3945,0,65,2,2,1,4,not acept,not furnished,412,"1,000",45,13,"1,470"
3946,1,65,2,2,1,10,acept,not furnished,913,"2,613",Incluso,22,"3,548"
3947,1,258,4,5,3,4,acept,furnished,"3,700","5,000","1,084",64,"9,848"
3948,1,70,1,2,0,2,acept,not furnished,450,"2,035",111,26,"2,622"
3949,1,84,2,2,0,5,acept,furnished,550,"2,500",0,32,"3,082"
3950,1,50,1,1,0,-,not acept,not furnished,0,880,17,14,911
3951,1,220,4,4,3,1,acept,not furnished,"2,200","3,500","1,084",45,"6,829"
3952,1,56,2,2,2,17,acept,furnished,580,"2,500",36,32,"3,148"
3953,1,189,3,3,0,5,acept,not furnished,"1,950","4,100",375,52,"6,477"
3954,1,35,1,1,1,24,acept,furnished,540,"2,200",140,28,"2,908"
3955,1,25,1,1,0,7,not acept,furnished,290,"2,000",130,26,"2,446"
3956,1,200,3,3,3,-,acept,not furnished,0,"2,700",0,41,"2,741"
3957,1,35,1,1,1,1,not acept,furnished,444,"3,486",124,45,"4,099"
3958,0,66,2,1,1,-,acept,not furnished,265,"1,100",34,14,"1,413"
3959,1,310,4,4,4,21,acept,not furnished,"4,700","14,000","1,751",178,"20,630"
3960,1,200,3,4,8,-,acept,not furnished,0,"7,000",25,106,"7,131"
3961,1,54,2,2,1,12,acept,not furnished,954,"2,800",192,36,"3,982"
3962,1,200,3,4,2,3,acept,not furnished,"4,475","9,800",820,125,"15,220"
3963,0,80,2,2,1,1,acept,furnished,420,"3,000",107,39,"3,566"
3964,0,79,2,1,1,3,not acept,not furnished,245,"1,000",25,13,"1,283"
3965,1,120,3,3,3,1,acept,not furnished,"1,350","2,100",459,27,"3,936"
3966,1,44,1,1,1,5,acept,furnished,760,"2,572",91,33,"3,456"
3967,1,55,2,1,1,4,acept,not furnished,671,"1,100",0,14,"1,785"
3968,1,182,3,3,5,-,acept,not furnished,0,"4,200",250,64,"4,514"
3969,1,40,1,1,1,10,not acept,furnished,"1,300","4,860",154,62,"6,376"
3970,1,42,1,1,0,7,acept,furnished,398,"2,150",0,28,"2,576"
3971,1,20,1,1,0,-,acept,furnished,602,"1,800",130,23,"2,555"
3972,1,115,3,2,1,9,acept,furnished,"1,082","6,300",224,80,"7,686"
3973,1,80,1,1,1,-,not acept,not furnished,0,700,192,11,903
3974,1,102,3,3,2,15,acept,not furnished,"1,100","4,271",150,55,"5,576"
3975,1,120,3,3,1,5,acept,not furnished,"1,656","3,000",189,39,"4,884"
3976,1,35,1,1,1,1,not acept,furnished,444,"3,486",124,45,"4,099"
3977,1,420,4,6,4,-,acept,not furnished,300,"6,500",417,98,"7,315"
3978,1,55,1,1,1,4,not acept,furnished,812,"3,200",0,41,"4,053"
3979,1,37,1,1,0,1,acept,not furnished,381,850,0,11,"1,242"
3980,0,74,3,2,2,15,acept,not furnished,612,"4,200",229,54,"5,095"
3981,1,50,1,1,0,2,not acept,not furnished,400,"2,400",89,31,"2,920"
3982,1,200,3,2,3,-,acept,furnished,0,"6,000",209,91,"6,300"
3983,1,1600,4,5,12,-,acept,not furnished,1,"7,900","5,000",119,"13,020"
3984,1,133,2,3,3,-,not acept,not furnished,0,"3,500",217,53,"3,770"
3985,1,140,3,3,2,-,acept,not furnished,0,"5,000",300,76,"5,376"
3986,1,35,1,1,0,16,not acept,furnished,"2,000","1,500",309,20,"3,829"
3987,1,273,3,5,4,5,acept,not furnished,"2,695","10,900","1,057",139,"14,790"
3988,1,140,2,3,2,2,acept,not furnished,"1,600","4,000",250,51,"5,901"
3989,1,40,1,1,1,5,acept,not furnished,512,"2,100",13,27,"2,652"
3990,1,72,2,1,0,1,acept,not furnished,864,"1,020",0,13,"1,897"
3991,1,200,3,4,3,6,acept,furnished,"1,800","5,058","1,200",65,"8,123"
3992,1,250,2,2,8,-,acept,furnished,0,"4,500",459,68,"5,027"
3993,1,120,3,2,2,-,acept,not furnished,0,"4,800",192,73,"5,065"
3994,1,300,3,4,3,1,acept,furnished,"3,000","4,000",0,51,"7,051"
3995,0,160,2,1,2,-,acept,not furnished,0,"3,950",125,60,"4,135"
3996,0,75,3,2,2,10,acept,not furnished,630,"1,800",134,13,"2,577"
3997,1,200,4,4,2,4,acept,not furnished,"2,600","3,500",600,45,"6,745"
3998,1,300,3,2,0,-,acept,furnished,0,"8,300",217,125,"8,642"
3999,1,400,4,6,1,8,not acept,not furnished,"3,355","4,000","2,650",51,"10,060"
4000,1,50,1,1,0,-,not acept,not furnished,Incluso,"1,150",50,18,"1,218"
4001,0,46,1,1,1,5,acept,furnished,"1,300","1,950",0,25,"3,275"
4002,1,80,2,3,0,-,acept,not furnished,Sem info,"1,700",84,26,"1,810"
4003,1,64,2,2,2,25,not acept,not furnished,865,"3,500",0,45,"4,410"
4004,1,97,2,2,0,9,not acept,not furnished,850,"4,550",0,33,"5,433"
4005,1,151,3,3,3,13,acept,not furnished,"1,900","4,000",292,51,"6,243"
4006,1,240,3,4,4,-,not acept,not furnished,0,"4,000",370,61,"4,431"
4007,1,20,1,1,0,-,acept,furnished,602,"1,800",130,23,"2,555"
4008,1,998,7,10,4,-,acept,furnished,0,"15,000","5,000",226,"20,230"
4009,1,391,4,5,2,15,acept,not furnished,"2,900","10,000","1,999",127,"15,030"
4010,1,221,3,5,4,9,acept,not furnished,"1,554","10,850",643,138,"13,190"
4011,1,114,1,1,1,6,acept,not furnished,987,"2,800",208,36,"4,031"
4012,0,83,2,1,1,1,not acept,not furnished,480,"1,000",50,13,"1,543"
4013,0,58,2,1,1,2,acept,not furnished,332,"1,200",25,16,"1,573"
4014,1,400,5,4,5,-,not acept,not furnished,0,"13,970",417,210,"14,590"
4015,0,73,3,2,1,1,acept,not furnished,791,"1,800",135,23,"2,749"
4016,0,135,2,2,2,2,acept,not furnished,"1,175","3,800",255,49,"5,279"
4017,1,193,4,4,4,3,not acept,not furnished,"1,700","9,000",917,115,"11,730"
4018,1,33,1,1,0,14,not acept,furnished,300,"2,300",0,30,"2,630"
4019,1,125,3,3,1,9,acept,not furnished,674,"2,500",25,32,"3,231"
4020,1,130,4,3,1,1,acept,not furnished,"1,750","5,400",290,69,"7,509"
4021,1,307,4,6,4,-,acept,furnished,0,"9,100","1,839",137,"11,080"
4022,1,17,1,1,0,1,not acept,furnished,300,"2,400",50,31,"2,781"
4023,1,57,2,2,1,15,acept,not furnished,520,"1,911",Incluso,20,"2,541"
4024,1,227,4,4,3,5,acept,not furnished,"4,200","6,900","1,534",88,"12,720"
4025,0,49,1,1,0,3,acept,not furnished,417,583,23,8,"1,031"
4026,1,200,4,4,3,4,acept,not furnished,"4,235","4,970","1,648",63,"10,920"
4027,1,330,4,4,5,-,acept,furnished,0,"10,000",750,151,"10,900"
4028,1,52,2,1,1,2,acept,furnished,470,"1,598",0,6,"2,074"
4029,1,240,4,4,5,14,acept,not furnished,"2,400","4,500",750,58,"7,708"
4030,1,73,3,2,1,10,acept,not furnished,"1,000","3,500",0,45,"4,545"
4031,1,60,1,1,0,4,not acept,not furnished,400,999,0,13,"1,412"
4032,1,39,1,1,1,1,acept,furnished,"1,144","2,500",301,32,"3,977"
4033,0,270,4,4,8,-,acept,not furnished,0,"3,200",144,49,"3,393"
4034,1,244,3,4,2,-,acept,not furnished,0,"4,500",535,68,"5,103"
4035,1,242,3,4,2,2,acept,not furnished,"2,200","5,000",952,64,"8,216"
4036,1,200,5,3,2,1,acept,not furnished,"1,480","9,000",259,115,"10,850"
4037,1,47,2,1,1,1,not acept,furnished,560,"1,390",0,18,"1,968"
4038,0,51,1,1,1,1,acept,not furnished,670,820,90,11,"1,591"
4039,0,44,1,1,1,7,not acept,not furnished,370,650,10,9,"1,039"
4040,1,140,3,2,1,13,acept,not furnished,"1,300","1,486",Incluso,7,"2,793"
4041,1,120,3,3,3,18,acept,not furnished,"1,200","2,300",Incluso,30,"3,530"
4042,1,31,1,1,0,3,not acept,furnished,371,"1,900",0,25,"2,296"
4043,1,72,2,2,1,11,acept,not furnished,920,"3,570",0,46,"4,536"
4044,1,26,1,1,0,6,acept,furnished,250,"2,300",42,30,"2,622"
4045,1,20,1,1,0,4,not acept,not furnished,Sem info,"1,000",84,13,"1,097"
4046,1,40,1,1,1,2,not acept,not furnished,630,"1,623",0,6,"2,259"
4047,0,60,2,2,1,17,acept,furnished,340,"2,800",56,36,"3,232"
4048,1,230,3,4,4,12,not acept,not furnished,"2,200","6,500",750,83,"9,533"
4049,1,80,2,1,0,-,not acept,not furnished,0,"1,576",125,24,"1,725"
4050,1,30,1,1,0,-,acept,not furnished,0,"1,090",75,14,"1,179"
4051,1,93,3,2,2,3,acept,not furnished,900,"3,500",300,45,"4,745"
4052,1,280,2,4,1,11,acept,not furnished,"4,500","12,000",700,153,"17,350"
4053,1,102,2,1,0,3,acept,not furnished,538,"2,000",109,26,"2,673"
4054,1,90,2,2,2,8,acept,not furnished,965,"4,500",36,58,"5,559"
4055,1,45,1,1,1,15,not acept,furnished,"1,567","5,400",284,69,"7,320"
4056,1,212,4,5,6,7,acept,not furnished,"2,850","4,500","1,067",58,"8,475"
4057,1,140,4,3,2,-,not acept,not furnished,0,"2,600",117,40,"2,757"
4058,1,95,3,2,2,1,acept,not furnished,"1,100","1,600",209,21,"2,930"
4059,1,57,2,2,1,8,acept,not furnished,500,"4,150",140,53,"4,843"
4060,1,145,3,3,2,4,acept,not furnished,"1,500","2,750",192,35,"4,477"
4061,1,55,2,1,1,2,acept,not furnished,280,"1,000",0,13,"1,293"
4062,1,30,1,1,1,7,not acept,not furnished,"1,959","1,790",227,23,"3,999"
4063,1,130,3,3,2,7,acept,not furnished,"1,400","1,650",414,21,"3,485"
4064,1,230,3,3,2,-,acept,not furnished,0,"2,460",330,37,"2,827"
4065,1,65,2,2,2,2,not acept,not furnished,835,"1,971",0,8,"2,814"
4066,1,86,3,2,2,10,acept,furnished,550,"2,900",190,37,"3,677"
4067,1,25,1,1,0,-,acept,not furnished,0,"1,200",25,19,"1,244"
4068,0,110,3,1,1,4,acept,not furnished,830,"1,200",25,5,"2,060"
4069,1,45,2,1,0,2,not acept,not furnished,350,"1,500",50,20,"1,920"
4070,0,132,4,2,2,5,acept,not furnished,"1,096","3,300",164,42,"4,602"
4071,1,44,1,1,1,8,acept,not furnished,480,"2,200",70,28,"2,778"
4072,1,58,1,1,2,2,acept,not furnished,640,"2,000",0,26,"2,666"
4073,1,61,1,2,1,13,acept,not furnished,680,"4,000",140,51,"4,871"
4074,0,54,2,1,1,13,acept,not furnished,320,"1,580",69,21,"1,990"
4075,1,130,1,2,2,-,acept,not furnished,0,"1,750",59,27,"1,836"
4076,1,75,3,2,1,13,not acept,furnished,700,"2,900",125,37,"3,762"
4077,1,32,1,1,1,8,acept,furnished,450,"3,250",0,42,"3,742"
4078,1,70,2,1,1,16,not acept,not furnished,960,"2,600",0,33,"3,593"
4079,1,250,3,4,3,13,acept,not furnished,"2,800","6,000",834,77,"9,711"
4080,1,80,2,2,1,1,not acept,furnished,"2,224","3,500",334,45,"6,103"
4081,1,112,3,2,0,3,not acept,not furnished,621,"3,110",95,40,"3,866"
4082,1,85,2,1,0,4,acept,furnished,620,"2,190",0,28,"2,838"
4083,1,216,3,3,3,16,acept,not furnished,"2,328","13,000","1,230",165,"16,720"
4084,1,34,1,1,1,4,acept,not furnished,620,"3,100",45,40,"3,805"
4085,1,378,4,4,8,-,acept,furnished,0,"10,000","1,334",151,"11,490"
4086,1,217,3,4,1,10,acept,not furnished,"2,200","9,000",458,115,"11,770"
4087,1,160,4,2,2,-,acept,not furnished,0,"2,580",0,39,"2,619"
4088,1,50,2,1,1,7,acept,not furnished,380,"1,100",0,14,"1,494"
4089,1,480,4,4,6,-,acept,not furnished,Sem info,"10,000","1,000",151,"11,150"
4090,1,23,1,1,0,23,acept,not furnished,385,"2,050",40,26,"2,501"
4091,1,70,1,1,0,8,acept,not furnished,430,"3,200",109,41,"3,780"
4092,1,52,1,2,1,3,acept,furnished,850,"4,100",116,52,"5,118"
4093,0,50,1,1,1,8,acept,not furnished,780,"1,826",62,24,"2,692"
4094,1,48,2,1,1,7,acept,not furnished,438,"1,723",0,22,"2,183"
4095,1,60,1,1,0,-,acept,not furnished,0,"1,300",255,20,"1,575"
4096,1,40,1,1,0,-,not acept,not furnished,0,780,17,12,809
4097,1,215,3,3,2,1,not acept,furnished,"3,000","15,000",834,191,"19,030"
4098,0,87,3,1,0,15,acept,not furnished,725,"1,300",105,17,"2,147"
4099,0,36,1,1,0,5,acept,not furnished,290,700,10,9,"1,009"
4100,0,137,3,2,1,4,acept,not furnished,"1,500","1,800",250,23,"3,573"
4101,1,20,1,1,0,3,acept,furnished,602,"1,800",130,23,"2,555"
4102,0,154,3,3,1,14,not acept,not furnished,"1,700","6,500",0,83,"8,283"
4103,0,50,1,1,1,3,acept,not furnished,392,800,320,11,"1,523"
4104,1,330,3,6,4,-,acept,not furnished,0,"8,500",856,128,"9,484"
4105,0,50,2,1,1,-,acept,not furnished,330,"1,150",0,15,"1,495"
4106,1,80,2,1,1,-,acept,not furnished,0,"1,900",567,29,"2,496"
4107,0,85,3,2,2,16,acept,furnished,550,"3,300",150,42,"4,042"
4108,1,33,1,1,1,26,not acept,furnished,"1,500","2,000",250,26,"3,776"
4109,0,47,1,1,0,8,acept,not furnished,473,520,13,7,"1,013"
4110,0,79,2,2,2,1,acept,not furnished,955,"1,100",78,14,"2,147"
4111,1,160,4,5,2,22,acept,furnished,"1,200","6,800",500,87,"8,587"
4112,1,250,4,4,2,-,not acept,not furnished,Sem info,"5,000",442,76,"5,518"
4113,0,82,2,1,0,3,acept,not furnished,497,"1,090",90,14,"1,691"
4114,1,40,1,1,1,5,not acept,not furnished,440,"2,800",100,36,"3,376"
4115,1,300,3,3,8,-,acept,not furnished,0,"5,500",286,83,"5,869"
4116,1,20,1,1,0,1,acept,furnished,602,"1,800",130,23,"2,555"
4117,1,50,1,1,1,7,acept,furnished,700,"5,200",84,66,"6,050"
4118,1,110,3,2,1,2,not acept,not furnished,"1,341","4,400",259,56,"6,056"
4119,1,29,1,1,1,18,acept,furnished,430,"3,500",113,45,"4,088"
4120,0,62,2,1,0,1,acept,not furnished,440,"1,200",38,16,"1,694"
4121,1,80,2,1,1,2,acept,furnished,"1,600","3,500",188,45,"5,333"
4122,1,57,2,2,2,5,acept,not furnished,834,"1,560",190,20,"2,604"
4123,1,137,3,2,1,6,acept,not furnished,"1,480","4,700",293,60,"6,533"
4124,1,60,1,2,1,-,acept,not furnished,0,"1,500",30,23,"1,553"
4125,1,250,3,4,1,-,acept,not furnished,0,"5,000",292,76,"5,368"
4126,1,20,1,1,0,4,acept,furnished,602,"1,800",130,23,"2,555"
4127,1,87,3,2,3,3,acept,not furnished,914,"1,300",265,17,"2,496"
4128,1,216,4,4,3,3,acept,furnished,"3,100","8,980",0,114,"12,190"
4129,0,292,4,4,3,13,acept,not furnished,"1,650","3,750",424,48,"5,872"
4130,1,116,3,2,2,5,acept,not furnished,"1,726","2,300",568,30,"4,624"
4131,1,43,1,1,0,4,acept,not furnished,693,"2,372",122,31,"3,218"
4132,0,197,3,3,2,8,acept,not furnished,"1,600","2,500",325,32,"4,457"
4133,1,117,3,4,0,23,not acept,furnished,972,"4,100",342,58,"5,472"
4134,1,204,4,3,1,2,acept,furnished,"1,774","6,000",0,77,"7,851"
4135,1,480,5,7,5,19,acept,not furnished,"6,200","8,500","3,700",108,"18,510"
4136,1,95,3,2,2,14,acept,furnished,"1,000","4,500",325,58,"5,883"
4137,1,20,1,1,0,-,acept,not furnished,0,970,34,15,"1,019"
4138,1,40,1,1,1,4,acept,furnished,915,"5,000",115,36,"6,066"
4139,1,110,2,2,2,12,acept,not furnished,"1,971","3,800",480,49,"6,300"
4140,1,90,3,2,0,8,acept,furnished,480,"3,000",1,39,"3,520"
4141,1,143,3,3,1,1,acept,furnished,"1,700","6,750",280,86,"8,816"
4142,1,160,3,2,1,-,acept,not furnished,0,"4,700",0,71,"4,771"
4143,1,151,4,3,3,6,acept,not furnished,"2,061","4,000",736,51,"6,848"
4144,1,110,3,2,0,1,acept,not furnished,150,"2,210",125,28,"2,513"
4145,0,50,1,1,1,2,not acept,not furnished,718,"1,600",13,21,"2,352"
4146,1,90,3,1,1,-,acept,not furnished,0,"3,915",0,59,"3,974"
4147,1,222,4,3,4,15,acept,not furnished,"2,600","6,500","1,000",83,"10,180"
4148,0,40,1,1,0,3,acept,not furnished,289,750,3,10,"1,052"
4149,1,82,3,2,2,6,acept,furnished,"1,490","2,230",145,29,"3,894"
4150,1,165,3,4,4,15,acept,not furnished,"2,000","10,000",799,127,"12,930"
4151,1,35,1,2,1,2,acept,not furnished,335,"1,870",0,7,"2,212"
4152,1,365,3,4,3,15,acept,not furnished,"3,700","12,000","1,250",153,"17,100"
4153,1,160,4,4,0,9,acept,furnished,"1,300","3,175",787,41,"5,303"
4154,1,33,1,1,1,5,acept,not furnished,325,"1,550",0,20,"1,895"
4155,0,78,1,2,1,6,acept,not furnished,762,"1,840",50,24,"2,676"
4156,1,30,1,1,0,8,acept,furnished,462,"1,694",0,6,"2,162"
4157,1,68,2,1,1,15,acept,not furnished,520,"2,280",9,29,"2,838"
4158,1,85,2,2,0,8,acept,furnished,850,"4,900",0,63,"5,813"
4159,1,28,1,1,0,6,acept,furnished,280,"2,500",22,32,"2,834"
4160,1,400,3,2,3,-,acept,not furnished,0,"5,500","1,084",83,"6,667"
4161,1,45,2,2,0,-,not acept,not furnished,0,"1,630",84,25,"1,739"
4162,1,233,4,3,4,-,acept,not furnished,"1,805","14,300",952,215,"17,270"
4163,1,171,4,4,4,1,acept,not furnished,"2,310","10,000",85,127,"12,520"
4164,1,217,4,4,3,5,acept,not furnished,"2,325","6,600","1,050",84,"10,060"
4165,0,26,1,1,0,2,acept,not furnished,410,500,13,7,930
4166,1,85,2,1,0,2,acept,not furnished,259,"1,800",0,23,"2,082"
4167,1,44,1,1,1,13,not acept,furnished,"2,102","4,300",477,55,"6,934"
4168,1,301,3,4,4,-,acept,not furnished,0,"8,000","2,917",121,"11,040"
4169,1,100,3,3,2,6,acept,not furnished,"1,250","5,500",250,70,"7,070"
4170,1,71,3,2,2,10,acept,not furnished,680,"2,500",50,32,"3,262"
4171,1,139,3,2,0,7,acept,not furnished,"1,250","8,000",103,102,"9,455"
4172,1,27,1,1,0,5,not acept,not furnished,"1,404","3,500",1,45,"4,950"
4173,1,104,3,2,2,1,not acept,not furnished,"1,040","3,800",0,49,"4,889"
4174,1,70,3,2,2,3,acept,not furnished,"1,058","1,659",44,22,"2,783"
4175,1,47,1,1,0,2,acept,not furnished,198,"1,490",66,19,"1,773"
4176,1,48,1,1,1,6,acept,not furnished,"1,000","4,250",192,54,"5,496"
4177,0,47,1,1,0,2,acept,not furnished,400,"1,700",72,22,"2,194"
4178,1,24606,5,4,4,12,acept,not furnished,"2,254","8,100","7,859",103,"18,320"
4179,1,47,1,2,1,12,not acept,not furnished,562,"3,100",174,40,"3,876"
4180,1,180,3,4,3,1,not acept,not furnished,"2,125","5,200",0,66,"7,391"
4181,1,213,3,3,2,1,not acept,not furnished,"3,200","6,500",475,83,"10,260"
4182,1,60,2,1,0,7,acept,not furnished,400,"1,350",0,18,"1,768"
4183,1,350,6,4,1,-,acept,not furnished,Sem info,"9,000",742,136,"9,878"
4184,1,80,2,2,1,12,acept,not furnished,"1,200","10,000",109,127,"11,440"
4185,1,79,2,2,2,18,not acept,furnished,800,"6,200",280,79,"7,359"
4186,1,170,3,2,3,-,acept,not furnished,Sem info,"5,000",0,76,"5,076"
